orf_name_a	orf_name_b	PDB_ID	interface_area	date	n_polypeptide	n_dna	n_rna	n_sugar	n_ligand	n_carbohydrate_polymer	experimental_method	polymeric_count	min_coverage	mean_coverage	n_residue_contacts	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
YGL187C	YGL191W	6t0b	524.041992188	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	78.1	82.85						
Q0045	YLR038C	6t0b	141.199462891	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	90.4	95.2						
Q0250	YLR038C	6t0b	537.4489746090001	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	90.4	92.2						
Q0275	YLR038C	6t0b	213.912841797	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	90.4	95.2						
YGL191W	YLR038C	6t0b	195.388916016	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	87.6	89.0						
YLR038C	YNR018W	6t0b		20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	44.2	67.30000000000001						
Q0045	YDR119W-A	6t0b	291.816162109	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	68.2	84.1						
Q0250	YDR119W-A	6t0b	468.397216797	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	68.2	81.1						
YDR119W-A	YNL052W	6hu9	146.715576172	20181226.0	22.0	0.0	0.0	0.0	13.0	0.0	Electron Microscopy	44.0	68.2	77.55000000000001	6.0	9.94923	1.72823	-1.47998	54.487	22.3165
YDR119W-A	YIL111W	6t0b		20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	68.2	78.15						
YDR119W-A	YHR051W	6t0b	186.7578125	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	68.2	68.55000000000001						
YDL067C	YDR119W-A	6t0b	400.591796875	20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	68.2	80.7						
Q0275	YNR018W	6t0b		20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	44.2	72.1						
YGL191W	YNR018W	6t0b		20200422.0	23.0	0.0	0.0	0.0	12.0	0.0	Electron Microscopy	46.0	44.2	65.9						
YJR104C	YMR038C	1jk9	508.16528320300006	20010905.0	2.0	0.0	0.0	0.0	2.0	0.0	X-ray diffraction	2.0	97.6	98.5	26.0	25.4137	29.0795	2.2164	64.6636	78.3844
YLR178C	YMR297W	1wpx	1626.72558594	20050301.0	2.0	0.0	0.0	0.0	2.0	0.0	X-ray diffraction	2.0	79.1	89.55	86.0	50.6344	31.2773	-37.2865	16.495	32.0776
YDL181W	YJR121W	3zia	969.30871582	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	42.4	67.2	60.0	31.9269	2.06626	-20.8989	30.176	17.7711
YBL099W	YJR121W	3zia	2266.80371094	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	88.8	90.4	132.0	32.0951	30.5629	-35.2363	34.0804	40.6565
YBL099W	YDL181W	3zia	432.852661133	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	42.4	65.6	21.0	2.24331	32.9124	-8.99689	14.4009	18.9941
YBL099W	YPL078C	6cp6	236.286132812	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	63.5	78.15	10.0	9.9651	49.8626	0.39814	37.0222	139.149
YDR298C	YJR121W	6cp6	132.633789062	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	88.7	90.35	7.0	45.1634	14.2623	-1.15945	122.677	134.896
YDR298C	YPL078C	6cp6	617.053710938	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	63.5	76.1	28.0	9.68898	14.5834	-4.78869	39.6666	138.265
YBL099W	YDR298C	6cp6	659.864257812	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	88.7	90.95	31.0	62.1341	14.081	-12.7832	127.165	137.012
YBR039W	YJR121W	3zia	513.426757812	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	88.7	90.35	25.0	33.0184	15.6202	-14.2766	36.7132	12.1852
YBR039W	YDL181W	3zia	330.18371582	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	42.4	65.55	16.0	1.65617	16.2641	-2.13891	12.9427	11.8308
YBL099W	YBR039W	3zia	506.848632812	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	88.7	88.75	21.0	31.5609	14.3866	-11.4637	31.6899	11.8041
YBR039W	YPL271W	3zia	1205.82592773	20130213.0	6.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	10.0	88.7	93.55000000000001	72.0	5.57387	13.6982	-20.8253	41.2992	13.507
Q0080	Q0085	6b2z	1720.40332031	20171108.0	10.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	38.0	96.1	98.05	95.0	19.8432	6.25745	-46.2472	91.023	13.7298
Q0085	YPL078C	6b8h	1073.37890625	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	82.4	89.25	57.0	18.2052	23.2727	-27.8869	88.881	78.6932
Q0080	YPL078C	6b8h	178.032470703	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	82.4	91.2	8.0	7.15646	22.2203	-3.57198	5.29979	73.4718
Q0085	YKL016C	6b8h	748.215820312	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	94.3	95.19999999999999	45.0	17.6964	11.7523	-7.3912	85.5942	117.556
Q0080	YKL016C	6b8h	800.400146484	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	94.3	97.15	39.0	6.42975	10.967	-22.7409	9.00158	117.786
YKL016C	YPL078C	6b8h	1134.07666016	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	82.4	88.35	52.0	24.8809	19.4418	-22.6501	84.7872	133.597
YBL099W	YKL016C	6cp6	424.7490234380001	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	92.8	95.55	19.0	46.0634	10.7011	-2.15284	145.23	94.1266
Q0085	Q0130	6b8h	629.8117675780001	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	96.1	97.4	33.0	18.509	3.12444	-16.6576	85.0231	19.8204
Q0080	Q0130	6b8h	113.541259766	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	98.7	99.35	5.0	8.91691	3.04763	-3.44824	5.36945	17.7789
Q0130	YBR039W	6cp6	98.5729980469	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	89.4	92.75	6.0	19.464	7.66931	0.8373	13.1776	50.5733
Q0085	YML081C-A	6b8h	798.8718261719999	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	96.1	98.05	45.0	16.5123	3.85202	-15.597	84.0929	36.5479
Q0080	YML081C-A	6b8h	913.994628906	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	100.0	100.0	40.0	6.17165	3.58947	-21.3456	8.86429	39.823
YKL016C	YML081C-A	6b8h	225.237060547	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	94.3	97.15	11.0	11.0291	3.12076	-4.16356	115.622	35.1415
Q0085	YOL077W-A	6b2z	492.078369141	20171108.0	10.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	38.0	35.3	65.69999999999999	28.0	18.5888	0.753103	-11.8608	82.9277	24.0443
Q0085	YDR377W	6b8h	945.595703125	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	85.1	90.6	51.0	16.9713	15.7772	-13.1537	84.3942	69.0382
Q0080	YDR377W	6b8h	168.164794922	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	85.1	92.55	8.0	6.74994	15.0099	-1.92815	5.67078	64.1719
YDR377W	YPL078C	6b8h	430.424560547	20180117.0	17.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	60.0	82.4	83.75	17.0	21.9197	15.2954	-9.11335	73.7331	63.5852
YDR377W	YKL016C	6cp6	1066.80859375	20180411.0	14.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	27.0	84.2	91.25	63.0	11.9376	9.72946	-9.91707	97.3372	71.3032
YGL105W	YGR264C	2hsn	895.191650391	20060905.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	4.0	21.3	26.6	51.0	17.5004	5.74975	-19.2241	44.9175	-10.4597
YGL105W	YGL245W	2hrk	779.4406738280001	20060905.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	2.0	25.0	28.6	44.0	6.63785	15.4337	-11.0239	-26.5836	-7.26249
YMR174C	YPL154C	1dpj	1467.98803711	20000503.0	2.0	0.0	0.0	0.0	2.0	1.0	X-ray diffraction	2.0	42.6	61.900000000000006	87.0	0.691914	24.5478	-34.4276	11.0933	9.589
