Pdb	Group1	Group2	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
./Optimized_ma-bak-cepc-0118_Repair.pdb	A	B	44.7581	31.3785	-8.50748	136.895	129.942
./Optimized_ma-bak-cepc-0119_Repair.pdb	A	B	49.4966	37.4614	-6.39255	139.356	156.648
./Optimized_ma-bak-cepc-0120_Repair.pdb	A	B	39.2722	49.266	-23.2257	136.107	63.0778
./Optimized_ma-bak-cepc-0121_Repair.pdb	A	B	117.48	72.0901	-2.57405	365.829	120.943
./Optimized_ma-bak-cepc-0122_Repair.pdb	A	B	217.91	26.1337	-9.75331	673.353	-12.1412
./Optimized_ma-bak-cepc-0123_Repair.pdb	A	B	224.919	55.9971	-51.2078	634.304	116.639
./Optimized_ma-bak-cepc-0124_Repair.pdb	A	B	44.2705	66.5402	-15.8837	93.5745	249.503
./Optimized_ma-bak-cepc-0125_Repair.pdb	A	B	47.0099	127.231	-22.6444	103.443	578.154
./Optimized_ma-bak-cepc-0126_Repair.pdb	A	B	43.4363	25.5624	-22.1463	51.4529	65.0366
./Optimized_ma-bak-cepc-0127_Repair.pdb	A	B	26.5416	76.5389	-103.688	104.002	331.52
./Optimized_ma-bak-cepc-0128_Repair.pdb	A	B	26.199	22.1734	-95.608	1.48325	16.1864
./Optimized_ma-bak-cepc-0129_Repair.pdb	A	B	31.0707	48.9751	-16.2651	-4.63273	146.526
./Optimized_ma-bak-cepc-0130_Repair.pdb	A	B	7.87316	13.1214	-7.92342	-10.8379	0.651543
./Optimized_ma-bak-cepc-0131_Repair.pdb	A	B	15.043	62.4353	-7.29133	1.51527	117.621
./Optimized_ma-bak-cepc-0132_Repair.pdb	A	B	84.6539	30.8128	-11.4824	298.75	101.1
./Optimized_ma-bak-cepc-0133_Repair.pdb	A	B	47.4138	37.5189	-19.7997	99.0198	27.8758
./Optimized_ma-bak-cepc-0134_Repair.pdb	A	B	39.5373	74.5721	-36.8482	63.5969	213.586
./Optimized_ma-bak-cepc-0135_Repair.pdb	A	B	78.35	241.041	-37.983	261.38	747.454
./Optimized_ma-bak-cepc-0136_Repair.pdb	A	B	29.5017	51.8885	-19.8268	-10.6499	97.9301
./Optimized_ma-bak-cepc-0137_Repair.pdb	A	B	62.3218	39.9865	-86.4591	-12.1121	24.8549
./Optimized_ma-bak-cepc-0138_Repair.pdb	A	B	89.9715	74.2649	-19.7809	257.92	94.7306
./Optimized_ma-bak-cepc-0139_Repair.pdb	A	B	91.0881	75.1304	-24.6444	283.804	172.092
./Optimized_ma-bak-cepc-0140_Repair.pdb	A	B	16.468	268.069	-11.585	-5.17471	997.134
./Optimized_ma-bak-cepc-0141_Repair.pdb	A	B	13.3965	99.6083	-9.40763	-2.5232	79.1001
./Optimized_ma-bak-cepc-0142_Repair.pdb	A	B	11.5424	118.113	-2.22541	-15.2722	563.62
./Optimized_ma-bak-cepc-0143_Repair.pdb	A	B	16.104	89.8301	-15.8293	-2.62087	-238.121
./Optimized_ma-bak-cepc-0144_Repair.pdb	A	B	53.4455	59.0439	-12.1714	54.3469	233.358
./Optimized_ma-bak-cepc-0145_Repair.pdb	A	B	23.5694	254.962	96.2875	-14.3279	456.525
./Optimized_ma-bak-cepc-0146_Repair.pdb	A	B	17.0698	25.9765	-19.4298	-28.3724	-32.123
./Optimized_ma-bak-cepc-0147_Repair.pdb	A	B	17.2279	118.488	-20.6983	-20.8272	286.587
./Optimized_ma-bak-cepc-0148_Repair.pdb	A	B	56.6046	74.8951	-39.7266	131.487	126.507
./Optimized_ma-bak-cepc-0149_Repair.pdb	A	B	42.4543	28.7437	-7.94842	65.2683	67.3429
./Optimized_ma-bak-cepc-0150_Repair.pdb	A	B	51.2309	88.3477	-68.2179	113.046	375.821
./Optimized_ma-bak-cepc-0151_Repair.pdb	A	B	39.0761	10.3466	-14.7274	49.2436	18.3452
./Optimized_ma-bak-cepc-0152_Repair.pdb	A	B	41.7171	38.1496	-29.1522	200.59	75.7999
./Optimized_ma-bak-cepc-0153_Repair.pdb	A	B	47.7963	7.54863	-27.6074	226.332	-3.8895
./Optimized_ma-bak-cepc-0154_Repair.pdb	A	B	62.9578	6.54581	-18.6786	252.649	52.3269
./Optimized_ma-bak-cepc-0155_Repair.pdb	A	B	41.7289	21.8099	-12.5127	208.332	-0.643276
./Optimized_ma-bak-cepc-0156_Repair.pdb	A	B	88.2603	77.7058	-69.5881	451.586	134.33
./Optimized_ma-bak-cepc-0157_Repair.pdb	A	B	84.5693	23.5767	-9.58619	430.98	57.8925
./Optimized_ma-bak-cepc-0158_Repair.pdb	A	B	52.48	64.3047	-23.154	133.446	33.4101
./Optimized_ma-bak-cepc-0159_Repair.pdb	A	B	87.0181	75.9052	-15.2945	240.679	197.324
./Optimized_ma-bak-cepc-0160_Repair.pdb	A	B	9.78373	72.7355	-78.4819	65.5923	205.13
./Optimized_ma-bak-cepc-0161_Repair.pdb	A	B	25.2339	20.138	-27.215	15.3483	45.5349
./Optimized_ma-bak-cepc-0162_Repair.pdb	A	B	21.7005	236.761	-17.4344	1.46762	558.197
./Optimized_ma-bak-cepc-0163_Repair.pdb	A	B	259.095	19.3143	-15.3152	684.644	45.567
./Optimized_ma-bak-cepc-0164_Repair.pdb	A	B	310.248	7.25817	-14.7429	818.294	6.48349
./Optimized_ma-bak-cepc-0165_Repair.pdb	A	B	319.304	10.6684	-81.9918	763.371	24.1751
./Optimized_ma-bak-cepc-0166_Repair.pdb	A	B	88.7751	7.02152	-32.3236	280.162	81.3074
./Optimized_ma-bak-cepc-0167_Repair.pdb	A	B	73.8788	19.2886	-10.6425	274.74	98.488
./Optimized_ma-bak-cepc-0168_Repair.pdb	A	B	17.6172	172.109	-16.0334	179.22	543.608
./Optimized_ma-bak-cepc-0169_Repair.pdb	A	B	64.7455	47.9284	-62.8276	107.507	251.397
./Optimized_ma-bak-cepc-0170_Repair.pdb	A	B	3.22556	13.338	-25.3715	10.8663	49.4346
./Optimized_ma-bak-cepc-0171_Repair.pdb	A	B	1.98792	24.0986	-11.5438	9.45491	131.852
./Optimized_ma-bak-cepc-0172_Repair.pdb	A	B	14.7417	6.05461	-2.29052	28.3723	4.92688
./Optimized_ma-bak-cepc-0173_Repair.pdb	A	B	75.61	171.999	-4.69456	110.865	420.488
./Optimized_ma-bak-cepc-0174_Repair.pdb	A	B	28.8633	87.745	-25.3356	8.28262	198
./Optimized_ma-bak-cepc-0175_Repair.pdb	A	B	25.5405	88.3917	-12.5627	64.5196	213.249
./Optimized_ma-bak-cepc-0176_Repair.pdb	A	B	18.9565	87.1539	-22.479	18.1724	13.8662
./Optimized_ma-bak-cepc-0177_Repair.pdb	A	B	52.4702	27.4851	-9.13737	117.632	45.3239
./Optimized_ma-bak-cepc-0178_Repair.pdb	A	B	2.83927	49.0839	-21.4179	21.5822	80.9706
./Optimized_ma-bak-cepc-0179_Repair.pdb	A	B	20.6251	111.15	-68.9187	93.5952	39.2862
./Optimized_ma-bak-cepc-0180_Repair.pdb	A	B	143.961	38.9321	-26.045	213.965	-1.77121
./Optimized_ma-bak-cepc-0181_Repair.pdb	A	B	46.8409	17.452	-68.2578	77.24	91.5965
./Optimized_ma-bak-cepc-0182_Repair.pdb	A	B	49.899	48.111	-22.2107	122.508	155.78
./Optimized_ma-bak-cepc-0183_Repair.pdb	A	B	56.3007	28.467	-18.526	153.592	204.662
./Optimized_ma-bak-cepc-0184_Repair.pdb	A	B	28.209	101.708	-4.69272	76.9539	201.027
./Optimized_ma-bak-cepc-0185_Repair.pdb	A	B	33.588	60.8169	-14.768	81.5759	51.4496
./Optimized_ma-bak-cepc-0186_Repair.pdb	A	B	85.2837	35.9037	-16.5902	176.306	117.206
./Optimized_ma-bak-cepc-0187_Repair.pdb	A	B	115.286	117.33	-33.0613	381.212	505.28
./Optimized_ma-bak-cepc-0188_Repair.pdb	A	B	35.0969	28.8196	-37.4459	-10.0197	-3.22669
./Optimized_ma-bak-cepc-0189_Repair.pdb	A	B	2.72909	55.2914	-21.2347	20.0027	197.645
./Optimized_ma-bak-cepc-0190_Repair.pdb	A	B	12.2674	29.3705	-12.7263	-37.0956	56.6497
./Optimized_ma-bak-cepc-0191_Repair.pdb	A	B	12.8945	77.7663	-43.5131	-3.96659	67.378
./Optimized_ma-bak-cepc-0192_Repair.pdb	A	B	14.6047	4.51811	-92.9166	2.50398	17.2144
./Optimized_ma-bak-cepc-0193_Repair.pdb	A	B	1.72807	38.9385	-15.8248	17.3969	135.433
./Optimized_ma-bak-cepc-0194_Repair.pdb	A	B	92.4899	64.8145	-20.7723	239.085	218.06
./Optimized_ma-bak-cepc-0195_Repair.pdb	A	B	106.68	10.4286	-12.1401	243.064	13.382
./Optimized_ma-bak-cepc-0196_Repair.pdb	A	B	30.7982	39.7148	-24.2105	27.0213	230.988
./Optimized_ma-bak-cepc-0197_Repair.pdb	A	B	22.9028	70.9479	-20.6189	193.592	237.457
./Optimized_ma-bak-cepc-0198_Repair.pdb	A	B	35.8817	28.7469	-11.3743	194.843	144.157
./Optimized_ma-bak-cepc-0199_Repair.pdb	A	B	27.4484	44.2037	-7.0853	201.874	237.039
./Optimized_ma-bak-cepc-0200_Repair.pdb	A	B	41.6961	41.0005	-45.9685	41.9005	32.084
./Optimized_ma-bak-cepc-0201_Repair.pdb	A	B	14.1244	60.871	-16.4249	49.3334	336.6
./Optimized_ma-bak-cepc-0202_Repair.pdb	A	B	11.9407	5.07768	-11.5045	48.4148	22.7484
./Optimized_ma-bak-cepc-0203_Repair.pdb	A	B	37.4811	37.7164	-19.9674	172.078	174.294
./Optimized_ma-bak-cepc-0204_Repair.pdb	A	B	32.0839	28.0076	-18.2387	73.0055	72.8965
./Optimized_ma-bak-cepc-0205_Repair.pdb	A	B	38.0403	21.5931	-9.70414	74.3779	-14.6921
./Optimized_ma-bak-cepc-0206_Repair.pdb	A	B	29.6699	30.0061	-24.7513	58.6356	73.2935
./Optimized_ma-bak-cepc-0207_Repair.pdb	A	B	25.9916	27.2614	-15.0135	56.2556	27.3648
./Optimized_ma-bak-cepc-0208_Repair.pdb	A	B	57.5469	7.22434	-13.7258	180.142	36.4524
./Optimized_ma-bak-cepc-0209_Repair.pdb	A	B	62.6458	13.6004	-17.1082	193.454	32.1824
./Optimized_ma-bak-cepc-0210_Repair.pdb	A	B	22.3762	60.6917	-17.8744	-41.3685	180.852
./Optimized_ma-bak-cepc-0211_Repair.pdb	A	B	20.8303	117.402	-67.3464	44.7973	291.214
./Optimized_ma-bak-cepc-0212_Repair.pdb	A	B	68.9787	87.7646	-65.1741	252.27	106.333
./Optimized_ma-bak-cepc-0213_Repair.pdb	A	B	63.4096	138.605	-31.704	242.554	528.373
./Optimized_ma-bak-cepc-0214_Repair.pdb	A	B	68.9022	113.8	-68.3792	133.471	413.808
./Optimized_ma-bak-cepc-0215_Repair.pdb	A	B	12.3	92.105	-8.19809	49.4501	314.447
./Optimized_ma-bak-cepc-0216_Repair.pdb	A	B	137.772	150.326	-32.9156	455.056	497.862
./Optimized_ma-bak-cepc-0217_Repair.pdb	A	B	45.7443	118.537	-22.3637	153.631	448.369
./Optimized_ma-bak-cepc-0218_Repair.pdb	A	B	36.878	24.658	-54.0912	74.1832	114.955
./Optimized_ma-bak-cepc-0219_Repair.pdb	A	B	34.9675	70.9146	-48.1906	75.3859	226.226
./Optimized_ma-bak-cepc-0220_Repair.pdb	A	B	41.4888	6.00056	-17.14	111.031	41.0837
./Optimized_ma-bak-cepc-0221_Repair.pdb	A	B	21.159	13.6339	-9.41739	-14.8519	-39.5432
./Optimized_ma-bak-cepc-0222_Repair.pdb	A	B	20.2295	24.1543	-42.6122	-14.607	65.6711
./Optimized_ma-bak-cepc-0223_Repair.pdb	A	B	22.891	26.3159	-13.5832	-9.23075	50.3786
./Optimized_ma-bak-cepc-0224_Repair.pdb	A	B	33.4614	8.3161	-75.817	-9.66729	44.8977
./Optimized_ma-bak-cepc-0225_Repair.pdb	A	B	97.4352	32.6179	-50.8903	149.326	93.2802
./Optimized_ma-bak-cepc-0226_Repair.pdb	A	B	95.5629	14.5281	-6.85139	140.416	69.5981
./Optimized_ma-bak-cepc-0227_Repair.pdb	A	B	42.3085	268.432	-22.1319	34.4043	738.172
./Optimized_ma-bak-cepc-0228_Repair.pdb	A	B	195.891	58.9315	-21.2291	743.063	259.744
./Optimized_ma-bak-cepc-0229_Repair.pdb	A	B	54.5886	11.9849	-42.5976	159.523	85.2548
./Optimized_ma-bak-cepc-0230_Repair.pdb	A	B	67.8621	128.597	-20.3798	179.978	476.062
./Optimized_ma-bak-cepc-0231_Repair.pdb	A	B	227.486	85.3374	-10.7025	349.78	225.509
./Optimized_ma-bak-cepc-0232_Repair.pdb	A	B	26.1315	12.0353	-16.6751	119.623	22.8964
./Optimized_ma-bak-cepc-0233_Repair.pdb	A	B	27.3478	14.1388	-33.2199	40.0718	7.98617
./Optimized_ma-bak-cepc-0234_Repair.pdb	A	B	31.0106	37.1907	-28.5248	127.072	128.113
./Optimized_ma-bak-cepc-0235_Repair.pdb	A	B	33.8436	205.411	9.64966	-66.6226	565.808
./Optimized_ma-bak-cepc-0236_Repair.pdb	A	B	34.2208	49.6096	-11.0561	-58.7701	106.48
./Optimized_ma-bak-cepc-0237_Repair.pdb	A	B	10.5946	68.691	-33.7104	11.1307	224.599
./Optimized_ma-bak-cepc-0238_Repair.pdb	A	B	27.4685	16.1467	-17.2582	138.505	74.8944
./Optimized_ma-bak-cepc-0239_Repair.pdb	A	B	19.2138	67.0179	-3.76241	5.72778	183.385
./Optimized_ma-bak-cepc-0240_Repair.pdb	A	B	15.034	8.39205	-25.1063	-5.15633	13.5786
./Optimized_ma-bak-cepc-0241_Repair.pdb	A	B	11.4476	11.8846	-9.29401	24.0822	-8.21595
./Optimized_ma-bak-cepc-0242_Repair.pdb	A	B	117.577	33.3831	-58.2807	513.568	171.098
./Optimized_ma-bak-cepc-0243_Repair.pdb	A	B	72.5223	67.0462	-94.5232	316.579	266.894
./Optimized_ma-bak-cepc-0244_Repair.pdb	A	B	315.949	79.86	-16.8683	730.183	161.557
./Optimized_ma-bak-cepc-0245_Repair.pdb	A	B	41.8926	62.4586	-11.5132	80.8623	15.9035
./Optimized_ma-bak-cepc-0246_Repair.pdb	A	B	41.6076	34.6139	-92.1004	10.3008	246.643
./Optimized_ma-bak-cepc-0247_Repair.pdb	A	B	29.1456	57.9973	-47.9127	123.806	187.015
./Optimized_ma-bak-cepc-0248_Repair.pdb	A	B	10.8926	18.4186	-3.72884	29.8653	74.6061
./Optimized_ma-bak-cepc-0249_Repair.pdb	A	B	17.1566	118.909	-22.7596	67.0849	274.64
./Optimized_ma-bak-cepc-0250_Repair.pdb	A	B	86.6271	30.4325	-3.6975	343.389	112.913
