uniprot_ac_a	uniprot_ac_b	in_contact	support	pdb_size	max_size
O13516	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
O13516	Q08745	False	4uer_1,6rbe_1	29,30	30
O13516	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05750	P05756	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P06367	False	4uer_1,6fai_1,6rbd_1	29,35,33	35
P05750	P07280	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0C0V8	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0C0W1	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0C0X0	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX29	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX31	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX33	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX35	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX37	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX47	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX51	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P0CX55	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P25443	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P26783	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P26786	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P32905	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P33442	False	4uer_1,6fai_1,6rbd_1	29,35,33	35
P05750	P35997	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	P39938	False	4uer_1	29	29
P05750	Q01855	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05750	Q3E792	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05756	P06367	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P05756	P07280	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05756	P0C0V8	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P0C0X0	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05756	P0CX29	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P0CX31	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P0CX33	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P0CX35	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P0CX37	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05756	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05756	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05756	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P05756	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P05756	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P05756	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05756	P39938	False	4uer_1,5ll6_1	29,19	29
P05756	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P05756	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P05756	Q08745	False	4uer_1,6rbe_1	29,30	30
P05756	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P06367	P07280	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P06367	P0C0V8	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0C0W1	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0C0X0	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P06367	P0CX29	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0CX31	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0CX33	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0CX35	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0CX37	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0CX47	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P06367	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P06367	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P06367	P26786	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P35997	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P06367	P38011	False	4uer_1,6fai_1	29,35	35
P06367	P38701	False	4uer_1,6fai_1,6rbd_1	29,35,33	35
P06367	P41057	False	4uer_1,6fai_1,6rbd_1	29,35,33	35
P06367	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P06367	Q08745	False	4uer_1	29	29
P06367	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P07280	P0C0V8	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0C0W1	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0C0X0	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0CX29	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0CX31	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0CX33	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0CX35	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0CX37	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P0CX47	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P25443	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P26786	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P32905	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P33442	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P07280	P35997	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P07280	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P07280	P39938	False	4uer_1	29	29
P07280	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P07280	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P07280	Q08745	False	4uer_1,6rbe_1	29,30	30
P07280	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0V8	P0C0X0	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0V8	P0CX29	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P0CX31	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P0CX33	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P0CX35	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P0CX37	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P0CX47	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0V8	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0V8	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0V8	P26786	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0V8	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0C0V8	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0C0V8	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0C0V8	P39938	False	4uer_1,5ll6_1	29,19	29
P0C0V8	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0C0V8	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0V8	Q08745	False	4uer_1,6rbe_1	29,30	30
P0C0V8	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0W1	P0C0X0	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0W1	P0CX31	False	4uer_1,5ll6_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,12,30,35,33,30,31	35
P0C0W1	P0CX33	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0W1	P0CX35	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0W1	P0CX37	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0W1	P0CX51	False	4uer_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,12,30,35,33,30,31	35
P0C0W1	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0W1	P26783	False	4uer_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,12,30,35,33,30,31	35
P0C0W1	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0C0W1	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0C0W1	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0C0W1	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0C0W1	P39938	False	4uer_1,5ll6_1	29,19	29
P0C0W1	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0C0W1	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0W1	Q08745	False	4uer_1,6rbe_1	29,30	30
P0C0W1	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX29	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX31	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX33	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX35	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX37	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX47	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P25443	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P26786	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P32905	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P33442	False	4uer_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,30,35,33,31	35
P0C0X0	P35997	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0C0X0	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0C0X0	P39938	False	4uer_1	29	29
P0C0X0	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0C0X0	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0C0X0	Q08745	False	4uer_1,6rbe_1	29,30	30
P0C0X0	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX29	P0CX31	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P0CX35	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P0CX37	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX29	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX29	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX29	P26786	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0CX29	P35997	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX29	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0CX29	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX29	P39938	False	4uer_1,5ll6_1	29,19	29
P0CX29	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX29	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX29	Q08745	False	4uer_1,6rbe_1	29,30	30
P0CX29	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX31	P0CX33	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX31	P0CX37	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX31	P0CX47	False	4uer_1,5ll6_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,12,30,35,33,30,31	35
P0CX31	P0CX51	False	4uer_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,12,30,35,33,30,31	35
P0CX31	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX31	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX31	P26783	False	4uer_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,12,30,35,33,30,31	35
P0CX31	P26786	False	4uer_1,5ll6_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,12,30,35,33,30,31	35
P0CX31	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX31	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0CX31	P35997	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX31	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0CX31	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX31	P39938	False	4uer_1,5ll6_1	29,19	29
P0CX31	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX31	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX31	Q08745	False	4uer_1,6rbe_1	29,30	30
P0CX31	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX33	P0CX35	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX33	P0CX47	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX33	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX33	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX33	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX33	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX33	P26786	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX33	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX33	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0CX33	P35997	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX33	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0CX33	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX33	P39938	False	4uer_1,5ll6_1	29,19	29
P0CX33	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX33	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX33	Q08745	False	4uer_1,6rbe_1	29,30	30
P0CX33	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX35	P0CX47	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX35	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX35	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX35	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX35	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX35	P26786	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX35	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX35	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0CX35	P35997	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX35	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0CX35	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX35	P39938	False	4uer_1,5ll6_1	29,19	29
P0CX35	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX35	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX35	Q08745	False	4uer_1,6rbe_1	29,30	30
P0CX35	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX37	P0CX47	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX37	P0CX51	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX37	P0CX55	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX37	P25443	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX37	P26783	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX37	P26786	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX37	P32905	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX37	P33442	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6y7c_1	29,19,30,35,33,31	35
P0CX37	P35997	False	4uer_1,5ll6_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,19,30,35,33,30,31	35
P0CX37	P38011	False	4uer_1,6fai_1,6rbe_1	29,35,30	35
P0CX37	P38701	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX37	P39938	False	4uer_1,5ll6_1	29,19	29
P0CX37	P41057	False	4uer_1,6fai_1,6rbd_1,6rbe_1	29,35,33,30	35
P0CX37	Q01855	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX37	Q08745	False	4uer_1,6rbe_1	29,30	30
P0CX37	Q3E792	False	4uer_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,30,35,33,30,31	35
P0CX47	P0CX51	False	4uer_1,5tzs_1,6eml_1,6fai_1,6rbd_1,6rbe_1,6y7c_1	29,12,30,35,33,30,31	35
